timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,temperature,cadence,fractional_cadence
2020-02-12 08:22:56-08:00,,,0.0,,,,,96,27,,
2020-02-12 08:22:57-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:22:58-08:00,,,0.0,,,,,99,27,,
2020-02-12 08:23:01-08:00,,,0.0,,,,,101,27,,
2020-02-12 08:23:02-08:00,,,0.0,,,,,99,27,,
2020-02-12 08:23:06-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:23:07-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:23:09-08:00,,,0.0,,,,,96,27,,
2020-02-12 08:23:11-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:23:12-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:23:13-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:23:14-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:23:16-08:00,,,0.0,,,,,100,27,,
2020-02-12 08:23:17-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:23:18-08:00,,,0.0,,,,,101,27,,
2020-02-12 08:23:19-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:23:20-08:00,,,0.0,,,,,99,27,,
2020-02-12 08:23:21-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:23:25-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:23:26-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:23:27-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:23:30-08:00,,,0.0,,,,,100,27,,
2020-02-12 08:23:34-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:23:39-08:00,,,0.0,,,,,99,27,,
2020-02-12 08:23:40-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:23:41-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:23:44-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:23:46-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:23:47-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:23:50-08:00,,,0.0,,,,,99,27,,
2020-02-12 08:23:51-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:23:52-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:23:53-08:00,,,0.0,,,,,96,27,,
2020-02-12 08:23:56-08:00,,,0.0,,,,,94,27,,
2020-02-12 08:23:57-08:00,,,0.0,,,,,96,27,,
2020-02-12 08:24:00-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:24:01-08:00,,,0.0,,,,,96,27,,
2020-02-12 08:24:02-08:00,,,0.0,,,,,95,27,,
2020-02-12 08:24:03-08:00,,,0.0,,,,,96,27,,
2020-02-12 08:24:04-08:00,,,0.0,,,,,95,27,,
2020-02-12 08:24:06-08:00,,,0.0,,,,,94,27,,
2020-02-12 08:24:07-08:00,,,0.0,,,,,95,27,,
2020-02-12 08:24:08-08:00,,,0.0,,,,,94,27,,
2020-02-12 08:24:09-08:00,,,0.0,,,,,95,27,,
2020-02-12 08:24:10-08:00,,,0.0,,,,,94,27,,
2020-02-12 08:24:12-08:00,,,0.0,,,,,93,27,,
2020-02-12 08:24:14-08:00,,,0.0,,,,,94,27,,
2020-02-12 08:24:15-08:00,,,0.0,,,,,92,27,,
2020-02-12 08:24:17-08:00,,,0.0,,,,,91,27,,
2020-02-12 08:24:18-08:00,,,0.0,,,,,92,27,,
2020-02-12 08:24:19-08:00,,,0.0,,,,,93,27,,
2020-02-12 08:24:21-08:00,,,0.0,,,,,95,27,,
2020-02-12 08:24:24-08:00,,,0.0,,,,,96,27,,
2020-02-12 08:24:26-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:24:27-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:24:29-08:00,,,0.0,,,,,96,27,,
2020-02-12 08:24:32-08:00,,,0.0,,,,,95,27,,
2020-02-12 08:24:33-08:00,,,0.0,,,,,100,27,,
2020-02-12 08:24:34-08:00,,,0.0,,,,,103,27,,
2020-02-12 08:24:35-08:00,,,0.0,,,,,102,27,,
2020-02-12 08:24:39-08:00,,,0.0,,,,,103,27,,
2020-02-12 08:24:40-08:00,,,0.0,,,,,102,27,,
2020-02-12 08:24:42-08:00,,,0.0,,,,,103,27,,
2020-02-12 08:24:43-08:00,,,0.0,,,,,101,27,,
2020-02-12 08:24:44-08:00,,,0.0,,,,,100,27,,
2020-02-12 08:24:45-08:00,,,0.0,,,,,101,27,,
2020-02-12 08:24:46-08:00,,,0.0,,,,,102,27,,
2020-02-12 08:24:47-08:00,,,0.0,,,,,101,27,,
2020-02-12 08:24:48-08:00,,,0.0,,,,,99,27,,
2020-02-12 08:24:52-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:24:53-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:24:54-08:00,,,0.0,,,,,99,27,,
2020-02-12 08:24:55-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:24:57-08:00,,,0.0,,,,,97,27,,
2020-02-12 08:24:59-08:00,,,0.0,,,,,98,27,,
2020-02-12 08:25:00-08:00,,,0.0,,,,,96,27,,
2020-02-12 08:25:01-08:00,,,0.0,,,,,97,27,,
