Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
RDchip,STRENGTH_TRAINING,12-02-2020,08:14:34,01:01:49,0.00,132,,,,,566,17,,,,,,,,,back and triceps ,,,,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:40:34,143,,,,,,,,,
,00:40:35,143,,,,,,,,,
,00:40:36,143,,,,,,,,,
,00:40:37,142,,,,,,,,,
,00:40:38,142,,,,,,,,,
,00:40:39,142,,,,,,,,,
,00:40:40,141,,,,,,,,,
,00:40:41,142,,,,,,,,,
,00:40:42,142,,,,,,,,,
,00:40:43,143,,,,,,,,,
,00:40:44,144,,,,,,,,,
,00:40:45,145,,,,,,,,,
,00:40:46,146,,,,,,,,,
,00:40:47,146,,,,,,,,,
,00:40:48,147,,,,,,,,,
,00:40:49,147,,,,,,,,,
,00:40:50,147,,,,,,,,,
,00:40:51,147,,,,,,,,,
,00:40:52,147,,,,,,,,,
,00:40:53,147,,,,,,,,,
,00:40:54,148,,,,,,,,,
,00:40:55,148,,,,,,,,,
,00:40:56,148,,,,,,,,,
,00:40:57,148,,,,,,,,,
,00:40:58,148,,,,,,,,,
,00:40:59,148,,,,,,,,,
,00:41:00,148,,,,,,,,,
,00:41:01,149,,,,,,,,,
,00:41:02,149,,,,,,,,,
,00:41:03,149,,,,,,,,,
,00:41:04,149,,,,,,,,,
,00:41:05,149,,,,,,,,,
,00:41:06,149,,,,,,,,,
,00:41:07,149,,,,,,,,,
,00:41:08,150,,,,,,,,,
,00:41:09,151,,,,,,,,,
,00:41:10,152,,,,,,,,,
,00:41:11,152,,,,,,,,,
,00:41:12,153,,,,,,,,,
,00:41:13,153,,,,,,,,,
,00:41:14,154,,,,,,,,,
,00:41:15,155,,,,,,,,,
,00:41:16,155,,,,,,,,,
,00:41:17,155,,,,,,,,,
,00:41:18,156,,,,,,,,,
,00:41:19,157,,,,,,,,,
,00:41:20,158,,,,,,,,,
,00:41:21,159,,,,,,,,,
,00:41:22,159,,,,,,,,,
,00:41:23,160,,,,,,,,,
,00:41:24,161,,,,,,,,,
,00:41:25,161,,,,,,,,,
,00:41:26,162,,,,,,,,,
,00:41:27,162,,,,,,,,,
,00:41:28,162,,,,,,,,,
,00:41:29,162,,,,,,,,,
,00:41:30,162,,,,,,,,,
,00:41:31,161,,,,,,,,,
,00:41:32,161,,,,,,,,,
,00:41:33,161,,,,,,,,,
,00:41:34,160,,,,,,,,,
,00:41:35,160,,,,,,,,,
,00:41:36,160,,,,,,,,,
,00:41:37,159,,,,,,,,,
,00:41:38,159,,,,,,,,,
,00:41:39,159,,,,,,,,,
,00:41:40,159,,,,,,,,,
,00:41:41,159,,,,,,,,,
,00:41:42,159,,,,,,,,,
,00:41:43,159,,,,,,,,,
,00:41:44,159,,,,,,,,,
,00:41:45,158,,,,,,,,,
,00:41:46,158,,,,,,,,,
,00:41:47,158,,,,,,,,,
,00:41:48,158,,,,,,,,,
,00:41:49,158,,,,,,,,,
,00:41:50,157,,,,,,,,,
,00:41:51,157,,,,,,,,,
,00:41:52,156,,,,,,,,,
,00:41:53,156,,,,,,,,,
,00:41:54,154,,,,,,,,,
,00:41:55,154,,,,,,,,,
,00:41:56,153,,,,,,,,,
,00:41:57,153,,,,,,,,,
,00:41:58,153,,,,,,,,,
,00:41:59,152,,,,,,,,,
,00:42:00,152,,,,,,,,,
,00:42:01,151,,,,,,,,,
,00:42:02,152,,,,,,,,,
,00:42:03,152,,,,,,,,,
,00:42:04,152,,,,,,,,,
,00:42:05,152,,,,,,,,,
,00:42:06,152,,,,,,,,,
,00:42:07,152,,,,,,,,,
,00:42:08,151,,,,,,,,,
,00:42:09,151,,,,,,,,,
,00:42:10,149,,,,,,,,,
,00:42:11,148,,,,,,,,,
,00:42:12,147,,,,,,,,,
,00:42:13,147,,,,,,,,,
,00:42:14,147,,,,,,,,,
,00:42:15,146,,,,,,,,,
,00:42:16,146,,,,,,,,,
,00:42:17,146,,,,,,,,,
,00:42:18,146,,,,,,,,,
,00:42:19,145,,,,,,,,,
,00:42:20,145,,,,,,,,,
,00:42:21,145,,,,,,,,,
,00:42:22,145,,,,,,,,,
,00:42:23,145,,,,,,,,,
,00:42:24,145,,,,,,,,,
,00:42:25,147,,,,,,,,,
,00:42:26,147,,,,,,,,,
,00:42:27,146,,,,,,,,,
,00:42:28,146,,,,,,,,,
,00:42:29,146,,,,,,,,,
,00:42:30,147,,,,,,,,,
,00:42:31,147,,,,,,,,,
,00:42:32,148,,,,,,,,,
,00:42:33,147,,,,,,,,,
,00:42:34,147,,,,,,,,,
,00:42:35,146,,,,,,,,,
,00:42:36,146,,,,,,,,,
,00:42:37,146,,,,,,,,,
,00:42:38,147,,,,,,,,,
,00:42:39,148,,,,,,,,,
,00:42:40,148,,,,,,,,,
,00:42:41,149,,,,,,,,,
,00:42:42,150,,,,,,,,,
,00:42:43,150,,,,,,,,,
,00:42:44,150,,,,,,,,,
,00:42:45,150,,,,,,,,,
,00:42:46,150,,,,,,,,,
,00:42:47,150,,,,,,,,,
,00:42:48,150,,,,,,,,,
,00:42:49,150,,,,,,,,,
,00:42:50,150,,,,,,,,,
,00:42:51,149,,,,,,,,,
,00:42:52,150,,,,,,,,,
,00:42:53,150,,,,,,,,,
,00:42:54,150,,,,,,,,,
,00:42:55,150,,,,,,,,,
,00:42:56,150,,,,,,,,,
,00:42:57,150,,,,,,,,,
,00:42:58,150,,,,,,,,,
,00:42:59,150,,,,,,,,,
,00:43:00,151,,,,,,,,,
,00:43:01,150,,,,,,,,,
,00:43:02,150,,,,,,,,,
,00:43:03,150,,,,,,,,,
,00:43:04,150,,,,,,,,,
,00:43:05,150,,,,,,,,,
,00:43:06,150,,,,,,,,,
,00:43:07,149,,,,,,,,,
,00:43:08,149,,,,,,,,,
,00:43:09,148,,,,,,,,,
,00:43:10,148,,,,,,,,,
,00:43:11,148,,,,,,,,,
,00:43:12,147,,,,,,,,,
,00:43:13,146,,,,,,,,,
,00:43:14,146,,,,,,,,,
,00:43:15,146,,,,,,,,,
,00:43:16,145,,,,,,,,,
,00:43:17,146,,,,,,,,,
,00:43:18,146,,,,,,,,,
,00:43:19,146,,,,,,,,,
,00:43:20,146,,,,,,,,,
,00:43:21,146,,,,,,,,,
,00:43:22,147,,,,,,,,,
,00:43:23,147,,,,,,,,,
,00:43:24,147,,,,,,,,,
,00:43:25,147,,,,,,,,,
,00:43:26,146,,,,,,,,,
,00:43:27,145,,,,,,,,,
,00:43:28,145,,,,,,,,,
,00:43:29,145,,,,,,,,,
,00:43:30,143,,,,,,,,,
,00:43:31,143,,,,,,,,,
,00:43:32,142,,,,,,,,,
,00:43:33,141,,,,,,,,,
,00:43:34,140,,,,,,,,,
,00:43:35,139,,,,,,,,,
,00:43:36,138,,,,,,,,,
,00:43:37,137,,,,,,,,,
,00:43:38,137,,,,,,,,,
,00:43:39,137,,,,,,,,,
,00:43:40,137,,,,,,,,,
,00:43:41,138,,,,,,,,,
,00:43:42,138,,,,,,,,,
,00:43:43,138,,,,,,,,,
,00:43:44,138,,,,,,,,,
,00:43:45,138,,,,,,,,,
,00:43:46,137,,,,,,,,,
,00:43:47,138,,,,,,,,,
,00:43:48,138,,,,,,,,,
,00:43:49,139,,,,,,,,,
,00:43:50,140,,,,,,,,,
,00:43:51,141,,,,,,,,,
,00:43:52,144,,,,,,,,,
,00:43:53,145,,,,,,,,,
,00:43:54,145,,,,,,,,,
,00:43:55,145,,,,,,,,,
,00:43:56,146,,,,,,,,,
,00:43:57,146,,,,,,,,,
,00:43:58,146,,,,,,,,,
,00:43:59,147,,,,,,,,,
,00:44:00,148,,,,,,,,,
,00:44:01,149,,,,,,,,,
,00:44:02,149,,,,,,,,,
,00:44:03,151,,,,,,,,,
,00:44:04,152,,,,,,,,,
,00:44:05,152,,,,,,,,,
,00:44:06,152,,,,,,,,,
,00:44:07,152,,,,,,,,,
,00:44:08,152,,,,,,,,,
,00:44:09,153,,,,,,,,,
,00:44:10,153,,,,,,,,,
,00:44:11,154,,,,,,,,,
,00:44:12,155,,,,,,,,,
,00:44:13,155,,,,,,,,,
,00:44:14,155,,,,,,,,,
,00:44:15,155,,,,,,,,,
,00:44:16,155,,,,,,,,,
,00:44:17,155,,,,,,,,,
,00:44:18,155,,,,,,,,,
,00:44:19,154,,,,,,,,,
,00:44:20,153,,,,,,,,,
,00:44:21,153,,,,,,,,,
,00:44:22,153,,,,,,,,,
,00:44:23,153,,,,,,,,,
,00:44:24,153,,,,,,,,,
,00:44:25,152,,,,,,,,,
,00:44:26,151,,,,,,,,,
,00:44:27,151,,,,,,,,,
,00:44:28,151,,,,,,,,,
,00:44:29,151,,,,,,,,,
,00:44:30,152,,,,,,,,,
,00:44:31,152,,,,,,,,,
,00:44:32,152,,,,,,,,,
,00:44:33,152,,,,,,,,,
,00:44:34,152,,,,,,,,,
,00:44:35,152,,,,,,,,,
,00:44:36,151,,,,,,,,,
,00:44:37,151,,,,,,,,,
,00:44:38,151,,,,,,,,,
,00:44:39,151,,,,,,,,,
,00:44:40,151,,,,,,,,,
,00:44:41,151,,,,,,,,,
,00:44:42,150,,,,,,,,,
,00:44:43,150,,,,,,,,,
,00:44:44,150,,,,,,,,,
,00:44:45,150,,,,,,,,,
,00:44:46,150,,,,,,,,,
,00:44:47,149,,,,,,,,,
,00:44:48,148,,,,,,,,,
,00:44:49,147,,,,,,,,,
,00:44:50,146,,,,,,,,,
,00:44:51,145,,,,,,,,,
,00:44:52,145,,,,,,,,,
,00:44:53,144,,,,,,,,,
,00:44:54,144,,,,,,,,,
,00:44:55,143,,,,,,,,,
,00:44:56,143,,,,,,,,,
,00:44:57,143,,,,,,,,,
,00:44:58,142,,,,,,,,,
,00:44:59,141,,,,,,,,,
,00:45:00,142,,,,,,,,,
,00:45:01,142,,,,,,,,,
,00:45:02,142,,,,,,,,,
,00:45:03,142,,,,,,,,,
,00:45:04,142,,,,,,,,,
,00:45:05,142,,,,,,,,,
,00:45:06,142,,,,,,,,,
,00:45:07,142,,,,,,,,,
,00:45:08,141,,,,,,,,,
,00:45:09,142,,,,,,,,,
,00:45:10,142,,,,,,,,,
,00:45:11,142,,,,,,,,,
,00:45:12,143,,,,,,,,,
,00:45:13,143,,,,,,,,,
,00:45:14,142,,,,,,,,,
,00:45:15,142,,,,,,,,,
,00:45:16,142,,,,,,,,,
,00:45:17,143,,,,,,,,,
,00:45:18,143,,,,,,,,,
,00:45:19,143,,,,,,,,,
,00:45:20,143,,,,,,,,,
,00:45:21,143,,,,,,,,,
,00:45:22,144,,,,,,,,,
,00:45:23,144,,,,,,,,,
,00:45:24,145,,,,,,,,,
,00:45:25,145,,,,,,,,,
,00:45:26,145,,,,,,,,,
,00:45:27,147,,,,,,,,,
,00:45:28,148,,,,,,,,,
,00:45:29,148,,,,,,,,,
,00:45:30,148,,,,,,,,,
,00:45:31,148,,,,,,,,,
,00:45:32,149,,,,,,,,,
,00:45:33,149,,,,,,,,,
,00:45:34,149,,,,,,,,,
,00:45:35,149,,,,,,,,,
,00:45:36,149,,,,,,,,,
,00:45:37,149,,,,,,,,,
,00:45:38,149,,,,,,,,,
,00:45:39,149,,,,,,,,,
,00:45:40,149,,,,,,,,,
,00:45:41,149,,,,,,,,,
,00:45:42,149,,,,,,,,,
,00:45:43,150,,,,,,,,,
,00:45:44,150,,,,,,,,,
,00:45:45,150,,,,,,,,,
,00:45:46,150,,,,,,,,,
,00:45:47,149,,,,,,,,,
,00:45:48,149,,,,,,,,,
,00:45:49,147,,,,,,,,,
,00:45:50,147,,,,,,,,,
,00:45:51,146,,,,,,,,,
,00:45:52,146,,,,,,,,,
,00:45:53,146,,,,,,,,,
,00:45:54,146,,,,,,,,,
,00:45:55,147,,,,,,,,,
,00:45:56,147,,,,,,,,,
,00:45:57,148,,,,,,,,,
,00:45:58,149,,,,,,,,,
,00:45:59,149,,,,,,,,,
,00:46:00,150,,,,,,,,,
,00:46:01,150,,,,,,,,,
,00:46:02,150,,,,,,,,,
,00:46:03,150,,,,,,,,,
,00:46:04,149,,,,,,,,,
,00:46:05,148,,,,,,,,,
,00:46:06,147,,,,,,,,,
,00:46:07,146,,,,,,,,,
,00:46:08,146,,,,,,,,,
,00:46:09,145,,,,,,,,,
,00:46:10,145,,,,,,,,,
,00:46:11,145,,,,,,,,,
,00:46:12,145,,,,,,,,,
,00:46:13,144,,,,,,,,,
,00:46:14,143,,,,,,,,,
,00:46:15,143,,,,,,,,,
,00:46:16,143,,,,,,,,,
,00:46:17,143,,,,,,,,,
,00:46:18,142,,,,,,,,,
,00:46:19,142,,,,,,,,,
,00:46:20,142,,,,,,,,,
,00:46:21,143,,,,,,,,,
,00:46:22,143,,,,,,,,,
,00:46:23,143,,,,,,,,,
,00:46:24,143,,,,,,,,,
,00:46:25,142,,,,,,,,,
,00:46:26,142,,,,,,,,,
,00:46:27,142,,,,,,,,,
,00:46:28,143,,,,,,,,,
,00:46:29,142,,,,,,,,,
,00:46:30,142,,,,,,,,,
,00:46:31,142,,,,,,,,,
,00:46:32,142,,,,,,,,,
,00:46:33,142,,,,,,,,,
,00:46:34,142,,,,,,,,,
,00:46:35,141,,,,,,,,,
,00:46:36,141,,,,,,,,,
,00:46:37,141,,,,,,,,,
,00:46:38,140,,,,,,,,,
,00:46:39,140,,,,,,,,,
,00:46:40,140,,,,,,,,,
,00:46:41,140,,,,,,,,,
,00:46:42,141,,,,,,,,,
,00:46:43,141,,,,,,,,,
,00:46:44,142,,,,,,,,,
,00:46:45,142,,,,,,,,,
,00:46:46,142,,,,,,,,,
,00:46:47,142,,,,,,,,,
,00:46:48,142,,,,,,,,,
,00:46:49,142,,,,,,,,,
,00:46:50,142,,,,,,,,,
,00:46:51,143,,,,,,,,,
,00:46:52,143,,,,,,,,,
,00:46:53,143,,,,,,,,,
,00:46:54,142,,,,,,,,,
,00:46:55,142,,,,,,,,,
,00:46:56,141,,,,,,,,,
,00:46:57,140,,,,,,,,,
,00:46:58,140,,,,,,,,,
,00:46:59,140,,,,,,,,,
,00:47:00,139,,,,,,,,,
,00:47:01,140,,,,,,,,,
,00:47:02,141,,,,,,,,,
,00:47:03,141,,,,,,,,,
,00:47:04,140,,,,,,,,,
,00:47:05,138,,,,,,,,,
,00:47:06,137,,,,,,,,,
,00:47:07,136,,,,,,,,,
,00:47:08,135,,,,,,,,,
,00:47:09,134,,,,,,,,,
,00:47:10,133,,,,,,,,,
,00:47:11,133,,,,,,,,,
,00:47:12,133,,,,,,,,,
,00:47:13,132,,,,,,,,,
,00:47:14,131,,,,,,,,,
,00:47:15,131,,,,,,,,,
,00:47:16,131,,,,,,,,,
,00:47:17,130,,,,,,,,,
,00:47:18,130,,,,,,,,,
,00:47:19,130,,,,,,,,,
,00:47:20,130,,,,,,,,,
,00:47:21,130,,,,,,,,,
,00:47:22,130,,,,,,,,,
,00:47:23,130,,,,,,,,,
,00:47:24,130,,,,,,,,,
,00:47:25,129,,,,,,,,,
,00:47:26,129,,,,,,,,,
,00:47:27,128,,,,,,,,,
,00:47:28,128,,,,,,,,,
,00:47:29,129,,,,,,,,,
,00:47:30,128,,,,,,,,,
,00:47:31,128,,,,,,,,,
,00:47:32,128,,,,,,,,,
,00:47:33,128,,,,,,,,,
,00:47:34,127,,,,,,,,,
,00:47:35,127,,,,,,,,,
,00:47:36,126,,,,,,,,,
,00:47:37,126,,,,,,,,,
,00:47:38,127,,,,,,,,,
,00:47:39,127,,,,,,,,,
,00:47:40,127,,,,,,,,,
,00:47:41,127,,,,,,,,,
,00:47:42,127,,,,,,,,,
,00:47:43,126,,,,,,,,,
,00:47:44,126,,,,,,,,,
,00:47:45,127,,,,,,,,,
,00:47:46,127,,,,,,,,,
,00:47:47,128,,,,,,,,,
,00:47:48,128,,,,,,,,,
,00:47:49,128,,,,,,,,,
,00:47:50,128,,,,,,,,,
,00:47:51,126,,,,,,,,,
,00:47:52,126,,,,,,,,,
,00:47:53,126,,,,,,,,,
,00:47:54,127,,,,,,,,,
,00:47:55,126,,,,,,,,,
,00:47:56,126,,,,,,,,,
,00:47:57,124,,,,,,,,,
,00:47:58,122,,,,,,,,,
,00:47:59,121,,,,,,,,,
,00:48:00,120,,,,,,,,,
,00:48:01,119,,,,,,,,,
,00:48:02,119,,,,,,,,,
,00:48:03,120,,,,,,,,,
,00:48:04,121,,,,,,,,,
,00:48:05,121,,,,,,,,,
,00:48:06,121,,,,,,,,,
,00:48:07,121,,,,,,,,,
,00:48:08,120,,,,,,,,,
,00:48:09,119,,,,,,,,,
,00:48:10,119,,,,,,,,,
,00:48:11,119,,,,,,,,,
,00:48:12,119,,,,,,,,,
,00:48:13,119,,,,,,,,,
,00:48:14,119,,,,,,,,,
,00:48:15,119,,,,,,,,,
,00:48:16,118,,,,,,,,,
,00:48:17,118,,,,,,,,,
,00:48:18,118,,,,,,,,,
,00:48:19,117,,,,,,,,,
,00:48:20,117,,,,,,,,,
,00:48:21,117,,,,,,,,,
,00:48:22,116,,,,,,,,,
,00:48:23,116,,,,,,,,,
,00:48:24,116,,,,,,,,,
,00:48:25,117,,,,,,,,,
,00:48:26,117,,,,,,,,,
,00:48:27,116,,,,,,,,,
,00:48:28,117,,,,,,,,,
,00:48:29,116,,,,,,,,,
,00:48:30,116,,,,,,,,,
,00:48:31,115,,,,,,,,,
,00:48:32,115,,,,,,,,,
,00:48:33,115,,,,,,,,,
,00:48:34,115,,,,,,,,,
,00:48:35,115,,,,,,,,,
,00:48:36,115,,,,,,,,,
,00:48:37,115,,,,,,,,,
,00:48:38,115,,,,,,,,,
,00:48:39,114,,,,,,,,,
,00:48:40,114,,,,,,,,,
,00:48:41,115,,,,,,,,,
,00:48:42,115,,,,,,,,,
,00:48:43,116,,,,,,,,,
,00:48:44,117,,,,,,,,,
,00:48:45,118,,,,,,,,,
,00:48:46,119,,,,,,,,,
,00:48:47,119,,,,,,,,,
,00:48:48,120,,,,,,,,,
,00:48:49,120,,,,,,,,,
,00:48:50,120,,,,,,,,,
,00:48:51,119,,,,,,,,,
,00:48:52,118,,,,,,,,,
,00:48:53,119,,,,,,,,,
,00:48:54,120,,,,,,,,,
,00:48:55,120,,,,,,,,,
,00:48:56,119,,,,,,,,,
,00:48:57,118,,,,,,,,,
,00:48:58,118,,,,,,,,,
,00:48:59,117,,,,,,,,,
,00:49:00,115,,,,,,,,,
,00:49:01,114,,,,,,,,,
,00:49:02,114,,,,,,,,,
,00:49:03,113,,,,,,,,,
,00:49:04,113,,,,,,,,,
,00:49:05,113,,,,,,,,,
,00:49:06,113,,,,,,,,,
,00:49:07,114,,,,,,,,,
,00:49:08,115,,,,,,,,,
,00:49:09,114,,,,,,,,,
,00:49:10,114,,,,,,,,,
,00:49:11,114,,,,,,,,,
,00:49:12,114,,,,,,,,,
,00:49:13,114,,,,,,,,,
,00:49:14,115,,,,,,,,,
,00:49:15,115,,,,,,,,,
,00:49:16,116,,,,,,,,,
,00:49:17,117,,,,,,,,,
,00:49:18,118,,,,,,,,,
,00:49:19,119,,,,,,,,,
,00:49:20,120,,,,,,,,,
,00:49:21,120,,,,,,,,,
,00:49:22,120,,,,,,,,,
,00:49:23,123,,,,,,,,,
,00:49:24,124,,,,,,,,,
,00:49:25,125,,,,,,,,,
,00:49:26,125,,,,,,,,,
,00:49:27,125,,,,,,,,,
,00:49:28,125,,,,,,,,,
,00:49:29,122,,,,,,,,,
,00:49:30,121,,,,,,,,,
,00:49:31,121,,,,,,,,,
,00:49:32,119,,,,,,,,,
,00:49:33,119,,,,,,,,,
,00:49:34,120,,,,,,,,,
,00:49:35,120,,,,,,,,,
,00:49:36,119,,,,,,,,,
,00:49:37,119,,,,,,,,,
,00:49:38,118,,,,,,,,,
,00:49:39,119,,,,,,,,,
,00:49:40,119,,,,,,,,,
,00:49:41,118,,,,,,,,,
,00:49:42,118,,,,,,,,,
,00:49:43,118,,,,,,,,,
,00:49:44,116,,,,,,,,,
,00:49:45,114,,,,,,,,,
,00:49:46,113,,,,,,,,,
,00:49:47,113,,,,,,,,,
,00:49:48,114,,,,,,,,,
,00:49:49,115,,,,,,,,,
,00:49:50,116,,,,,,,,,
,00:49:51,116,,,,,,,,,
,00:49:52,116,,,,,,,,,
,00:49:53,116,,,,,,,,,
,00:49:54,116,,,,,,,,,
,00:49:55,115,,,,,,,,,
,00:49:56,115,,,,,,,,,
,00:49:57,114,,,,,,,,,
,00:49:58,115,,,,,,,,,
,00:49:59,114,,,,,,,,,
,00:50:00,114,,,,,,,,,
,00:50:01,114,,,,,,,,,
,00:50:02,114,,,,,,,,,
,00:50:03,113,,,,,,,,,
,00:50:04,113,,,,,,,,,
,00:50:05,113,,,,,,,,,
,00:50:06,113,,,,,,,,,
,00:50:07,113,,,,,,,,,
,00:50:08,113,,,,,,,,,
,00:50:09,113,,,,,,,,,
,00:50:10,113,,,,,,,,,
,00:50:11,113,,,,,,,,,
,00:50:12,113,,,,,,,,,
,00:50:13,113,,,,,,,,,
,00:50:14,113,,,,,,,,,
,00:50:15,113,,,,,,,,,
,00:50:16,113,,,,,,,,,
,00:50:17,113,,,,,,,,,
,00:50:18,113,,,,,,,,,
,00:50:19,113,,,,,,,,,
,00:50:20,113,,,,,,,,,
,00:50:21,113,,,,,,,,,
,00:50:22,113,,,,,,,,,
,00:50:23,114,,,,,,,,,
,00:50:24,114,,,,,,,,,
,00:50:25,114,,,,,,,,,
,00:50:26,114,,,,,,,,,
,00:50:27,114,,,,,,,,,
,00:50:28,114,,,,,,,,,
,00:50:29,114,,,,,,,,,
,00:50:30,113,,,,,,,,,
,00:50:31,113,,,,,,,,,
,00:50:32,113,,,,,,,,,
,00:50:33,113,,,,,,,,,
,00:50:34,113,,,,,,,,,
,00:50:35,114,,,,,,,,,
,00:50:36,115,,,,,,,,,
,00:50:37,115,,,,,,,,,
,00:50:38,115,,,,,,,,,
,00:50:39,116,,,,,,,,,
,00:50:40,116,,,,,,,,,
,00:50:41,116,,,,,,,,,
,00:50:42,115,,,,,,,,,
,00:50:43,114,,,,,,,,,
,00:50:44,114,,,,,,,,,
,00:50:45,114,,,,,,,,,
,00:50:46,114,,,,,,,,,
,00:50:47,114,,,,,,,,,
,00:50:48,115,,,,,,,,,
,00:50:49,115,,,,,,,,,
,00:50:50,115,,,,,,,,,
,00:50:51,115,,,,,,,,,
,00:50:52,115,,,,,,,,,
,00:50:53,115,,,,,,,,,
,00:50:54,114,,,,,,,,,
,00:50:55,114,,,,,,,,,
,00:50:56,115,,,,,,,,,
,00:50:57,114,,,,,,,,,
,00:50:58,114,,,,,,,,,
,00:50:59,114,,,,,,,,,
,00:51:00,115,,,,,,,,,
,00:51:01,116,,,,,,,,,
,00:51:02,116,,,,,,,,,
,00:51:03,116,,,,,,,,,
,00:51:04,116,,,,,,,,,
,00:51:05,116,,,,,,,,,
,00:51:06,115,,,,,,,,,
,00:51:07,114,,,,,,,,,
,00:51:08,114,,,,,,,,,
,00:51:09,113,,,,,,,,,
,00:51:10,112,,,,,,,,,
,00:51:11,113,,,,,,,,,
,00:51:12,113,,,,,,,,,
,00:51:13,113,,,,,,,,,
,00:51:14,113,,,,,,,,,
,00:51:15,113,,,,,,,,,
,00:51:16,113,,,,,,,,,
,00:51:17,113,,,,,,,,,
,00:51:18,112,,,,,,,,,
,00:51:19,112,,,,,,,,,
,00:51:20,112,,,,,,,,,
,00:51:21,112,,,,,,,,,
,00:51:22,112,,,,,,,,,
,00:51:23,112,,,,,,,,,
,00:51:24,112,,,,,,,,,
,00:51:25,112,,,,,,,,,
,00:51:26,113,,,,,,,,,
,00:51:27,113,,,,,,,,,
,00:51:28,113,,,,,,,,,
,00:51:29,113,,,,,,,,,
,00:51:30,113,,,,,,,,,
,00:51:31,113,,,,,,,,,
,00:51:32,113,,,,,,,,,
,00:51:33,113,,,,,,,,,
,00:51:34,113,,,,,,,,,
,00:51:35,113,,,,,,,,,
,00:51:36,113,,,,,,,,,
,00:51:37,113,,,,,,,,,
,00:51:38,112,,,,,,,,,
,00:51:39,112,,,,,,,,,
,00:51:40,112,,,,,,,,,
,00:51:41,112,,,,,,,,,
,00:51:42,112,,,,,,,,,
,00:51:43,113,,,,,,,,,
,00:51:44,113,,,,,,,,,
,00:51:45,113,,,,,,,,,
,00:51:46,113,,,,,,,,,
,00:51:47,114,,,,,,,,,
,00:51:48,115,,,,,,,,,
,00:51:49,116,,,,,,,,,
,00:51:50,116,,,,,,,,,
,00:51:51,117,,,,,,,,,
,00:51:52,117,,,,,,,,,
,00:51:53,117,,,,,,,,,
,00:51:54,117,,,,,,,,,
,00:51:55,116,,,,,,,,,
,00:51:56,116,,,,,,,,,
,00:51:57,116,,,,,,,,,
,00:51:58,117,,,,,,,,,
,00:51:59,117,,,,,,,,,
,00:52:00,117,,,,,,,,,
,00:52:01,116,,,,,,,,,
,00:52:02,115,,,,,,,,,
,00:52:03,115,,,,,,,,,
,00:52:04,115,,,,,,,,,
,00:52:05,115,,,,,,,,,
,00:52:06,115,,,,,,,,,
,00:52:07,115,,,,,,,,,
,00:52:08,116,,,,,,,,,
,00:52:09,115,,,,,,,,,
,00:52:10,115,,,,,,,,,
,00:52:11,114,,,,,,,,,
,00:52:12,113,,,,,,,,,
,00:52:13,112,,,,,,,,,
,00:52:14,112,,,,,,,,,
,00:52:15,112,,,,,,,,,
,00:52:16,112,,,,,,,,,
,00:52:17,112,,,,,,,,,
,00:52:18,112,,,,,,,,,
,00:52:19,112,,,,,,,,,
,00:52:20,112,,,,,,,,,
,00:52:21,112,,,,,,,,,
,00:52:22,111,,,,,,,,,
,00:52:23,110,,,,,,,,,
,00:52:24,111,,,,,,,,,
,00:52:25,111,,,,,,,,,
,00:52:26,112,,,,,,,,,
,00:52:27,113,,,,,,,,,
,00:52:28,114,,,,,,,,,
,00:52:29,113,,,,,,,,,
,00:52:30,113,,,,,,,,,
,00:52:31,113,,,,,,,,,
,00:52:32,113,,,,,,,,,
,00:52:33,113,,,,,,,,,
,00:52:34,112,,,,,,,,,
,00:52:35,112,,,,,,,,,
,00:52:36,113,,,,,,,,,
,00:52:37,113,,,,,,,,,
,00:52:38,113,,,,,,,,,
,00:52:39,113,,,,,,,,,
,00:52:40,113,,,,,,,,,
,00:52:41,113,,,,,,,,,
,00:52:42,113,,,,,,,,,
,00:52:43,112,,,,,,,,,
,00:52:44,113,,,,,,,,,
,00:52:45,113,,,,,,,,,
,00:52:46,113,,,,,,,,,
,00:52:47,114,,,,,,,,,
,00:52:48,114,,,,,,,,,
,00:52:49,113,,,,,,,,,
,00:52:50,113,,,,,,,,,
,00:52:51,113,,,,,,,,,
,00:52:52,113,,,,,,,,,
,00:52:53,113,,,,,,,,,
,00:52:54,112,,,,,,,,,
,00:52:55,112,,,,,,,,,
,00:52:56,112,,,,,,,,,
,00:52:57,112,,,,,,,,,
,00:52:58,111,,,,,,,,,
,00:52:59,111,,,,,,,,,
,00:53:00,111,,,,,,,,,
,00:53:01,112,,,,,,,,,
,00:53:02,113,,,,,,,,,
,00:53:03,114,,,,,,,,,
,00:53:04,115,,,,,,,,,
,00:53:05,116,,,,,,,,,
,00:53:06,116,,,,,,,,,
,00:53:07,116,,,,,,,,,
,00:53:08,116,,,,,,,,,
,00:53:09,117,,,,,,,,,
,00:53:10,118,,,,,,,,,
,00:53:11,118,,,,,,,,,
,00:53:12,118,,,,,,,,,
,00:53:13,119,,,,,,,,,
